record,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid
1645,2005,1,13,1/13/2005,18:46:00,SC,0,0,0,34.2,-81.87,34.38,-81.77,11,40
1646,2005,1,14,1/14/2005,0:45:00,NC,2,0,0,35.57,-80.38,35.57,-80.38,0.3,100
1647,2005,1,14,1/14/2005,3:45:00,NC,0,0,0,36.15,-79.07,36.15,-79.07,0.3,50
1648,2005,3,8,3/8/2005,6:15:00,NC,0,0,0,35.23,-81.2,35.23,-81.2,0.2,50
1649,2005,3,8,3/8/2005,6:40:00,NC,1,0,0,35.25,-80.82,35.23,-80.77,3,50
1650,2005,4,12,4/12/2005,16:15:00,SC,0,0,0,34.4,-82.53,34.38,-82.5,3,50
1651,2005,4,12,4/12/2005,17:49:00,SC,0,0,0,34.42,-81.62,34.42,-81.62,0.2,60
1652,2005,4,22,4/22/2005,12:26:00,SC,1,0,0,34.92,-82.72,34.95,-82.63,8,75
1653,2005,5,20,5/20/2005,16:10:00,NC,1,0,0,34.15,-78.78,34.23,-78.78,2.6,50
1654,2005,5,30,5/30/2005,5:37:00,SC,1,0,0,32.73,-79.93,32.73,-79.93,4,30
1655,2005,6,25,6/25/2005,16:40:00,NC,0,0,0,34.7,-76.92,34.7,-76.93,1,25
1656,2005,7,2,7/2/2005,13:15:00,NC,0,0,0,36.45,-76.33,36.45,-76.33,0.2,20
1657,2005,7,3,7/3/2005,11:40:00,SC,1,0,0,34.38,-82.45,34.37,-82.43,0.7,50
1658,2005,7,3,7/3/2005,14:20:00,SC,1,0,0,34.27,-81.63,34.27,-81.63,0.5,75
1659,2005,7,7,7/7/2005,0:43:00,SC,1,0,0,34.5,-82.8,34.5,-82.8,0.5,50
1660,2005,7,7,7/7/2005,8:51:00,SC,0,0,0,35.18,-81.92,35.18,-81.92,0.2,50
1661,2005,7,7,7/7/2005,8:52:00,NC,1,0,0,35.2,-81.95,35.2,-81.95,0.7,50
1662,2005,7,7,7/7/2005,11:10:00,NC,2,0,0,35.83,-81.17,35.87,-81.13,4,100
1663,2005,7,7,7/7/2005,12:10:00,NC,2,0,0,36,-80.75,36.05,-80.72,3.5,200
1664,2005,7,7,7/7/2005,12:15:00,NC,1,0,0,36.07,-80.72,36.12,-80.68,5.1,440
1665,2005,7,7,7/7/2005,12:41:00,NC,1,0,0,36.15,-80.65,36.15,-80.63,1.4,200
1666,2005,7,7,7/7/2005,12:53:00,NC,1,0,0,36.13,-80.62,36.13,-80.6,1.1,200
1667,2005,7,7,7/7/2005,13:30:00,NC,0,0,0,36.1,-80.42,36.23,-80.3,8,100
1668,2005,7,7,7/7/2005,13:42:00,NC,0,0,0,36.45,-79.05,36.45,-79.05,1,25
1669,2005,7,7,7/7/2005,15:20:00,NC,0,0,0,36.18,-79.98,36.23,-79.98,5,20
1670,2005,7,7,7/7/2005,18:40:00,NC,0,0,0,35.38,-79.12,35.52,-78.92,12,100
1671,2005,7,13,7/13/2005,11:35:00,NC,0,0,0,34.72,-76.92,34.72,-76.92,0.1,20
1672,2005,7,13,7/13/2005,12:17:00,SC,0,0,0,32.37,-80.67,32.37,-80.67,1,100
1673,2005,7,13,7/13/2005,12:39:00,SC,0,0,0,32.4,-80.68,32.4,-80.68,0.1,20
1674,2005,7,13,7/13/2005,14:40:00,NC,1,0,0,35.43,-81.23,35.43,-81.23,3,75
1675,2005,7,13,7/13/2005,15:19:00,SC,0,0,0,32.23,-80.93,32.23,-80.93,0.1,20
1676,2005,7,29,7/29/2005,16:57:00,NC,0,0,0,36.22,-76.17,36.22,-76.17,0.1,25
1677,2005,8,27,8/27/2005,13:15:00,NC,0,0,0,34.68,-76.88,34.68,-76.88,0.1,10
1678,2005,8,30,8/30/2005,19:30:00,NC,1,0,0,35.1,-83.53,35.1,-83.53,0.1,50
1679,2005,10,22,10/22/2005,1:00:00,NC,0,0,0,35.32,-77.8,35.32,-77.8,0.1,20
1680,2006,1,13,1/13/2006,16:18:00,SC,0,0,0,34.13,-81.23,34.1,-81.25,0.2,40
1681,2006,1,13,1/13/2006,19:00:00,SC,0,0,0,33.3,-81.03,33.3,-81.03,0.1,40
1682,2006,1,13,1/13/2006,19:06:00,NC,1,0,0,35.28,-81.25,35.28,-81.25,0.5,100
1683,2006,1,13,1/13/2006,19:25:00,SC,0,0,0,33.4,-80.95,33.4,-80.95,0.3,50
1684,2006,1,13,1/13/2006,20:02:00,SC,0,0,0,33.4,-80.75,33.4,-80.75,0.3,50
1685,2006,1,13,1/13/2006,20:35:00,SC,1,18,0,33.72,-80.28,33.77,-80.22,6,440
1686,2006,1,14,1/14/2006,0:39:00,NC,1,0,0,35.45,-77.75,35.45,-77.75,0.7,75
1687,2006,1,14,1/14/2006,0:48:00,NC,1,0,0,35.43,-77.65,35.43,-77.65,1.5,75
1688,2006,1,14,1/14/2006,2:12:00,NC,1,0,0,36.15,-76.43,36.15,-76.43,0.3,50
1689,2006,1,17,1/17/2006,18:40:00,SC,0,0,0,34.35,-81.95,34.35,-81.95,0.1,20
1690,2006,2,4,2/4/2006,10:43:00,SC,0,0,0,34.18,-81.18,34.25,-81.07,5,60
1691,2006,4,8,4/8/2006,13:53:00,SC,1,1,0,32.67,-80.4,32.67,-80.3,4.5,100
1692,2006,4,8,4/8/2006,14:20:00,SC,0,0,0,32.78,-79.93,32.83,-79.88,2.6,50
1693,2006,4,8,4/8/2006,14:23:00,SC,0,0,0,32.83,-79.9,32.83,-79.88,0.2,50
1694,2006,4,8,4/8/2006,14:25:00,SC,0,0,0,32.78,-79.97,32.78,-79.95,0.2,50
1695,2006,4,17,4/17/2006,15:05:00,NC,1,0,0,34.35,-78.7,34.35,-78.68,1,15
1696,2006,4,17,4/17/2006,15:30:00,NC,0,0,0,34.7,-77.48,34.67,-77.42,0.5,25
1697,2006,4,26,4/26/2006,12:05:00,SC,0,0,0,34.2,-81.53,34.25,-81.4,8,60
1698,2006,4,26,4/26/2006,12:27:00,SC,0,0,0,34.28,-81.22,34.33,-81.1,12,60
1699,2006,4,26,4/26/2006,13:23:00,SC,0,0,0,34.22,-80.67,34.22,-80.67,1,60
1700,2006,4,26,4/26/2006,13:42:00,SC,0,0,0,34.23,-80.53,34.22,-80.52,1,60
1701,2006,4,26,4/26/2006,13:45:00,SC,0,0,0,33.7,-80.03,33.7,-80.03,0.2,60
1702,2006,4,26,4/26/2006,16:55:00,SC,1,0,0,32.85,-80.8,32.85,-80.78,1.5,75
1703,2006,4,26,4/26/2006,17:12:00,SC,0,0,0,32.95,-80.3,32.95,-80.3,0.1,80
1704,2006,4,26,4/26/2006,17:22:00,SC,1,0,0,33.02,-80.18,33.02,-80.18,0.1,40
1705,2006,4,26,4/26/2006,17:54:00,SC,1,0,0,33.08,-79.67,33.08,-79.62,10,200
1706,2006,5,7,5/7/2006,11:23:00,SC,0,0,0,33.47,-80.78,33.48,-80.48,12,60
1707,2006,5,7,5/7/2006,11:35:00,SC,0,0,0,33.23,-80.95,33.22,-80.93,1,60
1708,2006,5,7,5/7/2006,12:00:00,SC,0,0,0,33.37,-79.92,33.37,-79.92,0.1,30
1709,2006,5,14,5/14/2006,12:49:00,NC,1,0,0,35.45,-80.48,35.45,-80.48,0.2,50
1710,2006,5,14,5/14/2006,15:06:00,NC,0,0,0,35.92,-76.48,35.92,-76.47,1,25
1711,2006,5,14,5/14/2006,15:40:00,SC,1,1,0,34.23,-79.95,34.27,-79.92,0.6,15
1712,2006,5,14,5/14/2006,15:55:00,SC,1,0,0,34.2,-79.77,34.2,-79.77,0.3,15
1713,2006,5,14,5/14/2006,16:10:00,NC,0,0,0,36.05,-78.82,36.05,-78.82,0.5,50
1714,2006,5,14,5/14/2006,16:43:00,NC,0,0,0,35.97,-78.37,35.97,-78.37,0.5,50
1715,2006,5,14,5/14/2006,17:00:00,SC,2,0,0,34.2,-79.75,34.22,-79.75,0.6,150
1716,2006,5,14,5/14/2006,17:15:00,NC,0,0,0,35.88,-78.12,35.88,-78.12,1,100
1717,2006,5,14,5/14/2006,17:42:00,SC,0,0,0,32.9,-79.93,32.9,-79.93,0.1,25
1718,2006,5,14,5/14/2006,17:45:00,NC,1,0,0,35.48,-79.08,35.48,-79.08,1.5,100
1719,2006,5,14,5/14/2006,18:25:00,NC,0,0,0,35.8,-77.38,35.8,-77.38,0.1,25
1720,2006,5,14,5/14/2006,18:46:00,NC,0,0,0,35.82,-77.25,35.82,-77.25,0.1,25
1721,2006,5,14,5/14/2006,18:48:00,SC,1,0,0,32.8,-80.27,32.8,-80.23,1.8,175
1722,2006,5,14,5/14/2006,19:25:00,NC,1,0,0,35.92,-76.25,35.92,-76.25,2,150
1723,2006,5,20,5/20/2006,16:33:00,SC,0,0,0,33.42,-79.92,33.42,-79.92,0.2,100
1724,2006,5,20,5/20/2006,17:41:00,SC,0,0,0,33.3,-79.95,33.3,-79.95,0.1,10
1725,2006,5,26,5/26/2006,16:14:00,NC,1,0,0,35.4,-81.32,35.42,-81.28,2.2,40
1726,2006,6,13,6/13/2006,12:30:00,SC,0,0,0,32.5,-80.82,32.5,-80.82,0.1,10
1727,2006,6,13,6/13/2006,16:05:00,SC,0,0,0,32.78,-79.95,32.78,-79.95,1,30
1728,2006,6,13,6/13/2006,17:50:00,SC,0,0,0,32.98,-79.62,33,-79.63,1.5,30
1729,2006,6,13,6/13/2006,22:10:00,SC,0,0,0,33.02,-80.15,33.02,-80.15,0.2,100
1730,2006,6,13,6/13/2006,22:34:00,SC,0,1,0,33.32,-80.17,33.32,-80.17,0.7,150
1731,2006,6,14,6/14/2006,10:40:00,NC,0,0,0,34.7,-76.73,34.72,-76.7,0.5,25
1732,2006,6,14,6/14/2006,12:40:00,NC,0,0,0,35.23,-75.63,35.23,-75.63,0.1,25
1733,2006,7,1,7/1/2006,10:30:00,NC,0,0,0,34.87,-76.38,34.87,-76.38,0.1,25
1734,2006,7,23,7/23/2006,16:50:00,NC,0,0,0,34.9,-77.75,34.9,-77.75,0.1,25
1735,2006,7,23,7/23/2006,17:30:00,NC,0,0,0,34.6,-77.42,34.6,-77.42,0.1,25
1736,2006,8,27,8/27/2006,13:29:00,NC,0,0,0,34.85,-76.42,34.85,-76.42,0.1,25
1737,2006,8,31,8/31/2006,16:25:00,NC,0,0,0,34.72,-76.7,34.72,-76.7,0.1,25
1738,2006,8,31,8/31/2006,17:05:00,NC,0,0,0,34.85,-76.42,34.85,-76.42,0.1,50
1739,2006,8,31,8/31/2006,19:30:00,NC,0,0,0,34.57,-77.42,34.57,-77.42,0.2,25
1740,2006,11,15,11/15/2006,21:51:00,NC,1,0,0,35.25,-81.08,35.25,-81.08,0.1,30
1741,2006,11,15,11/15/2006,22:15:00,NC,0,0,0,35.47,-81.53,35.47,-81.53,0.1,30
1742,2006,11,15,11/15/2006,22:22:00,NC,2,0,0,35.53,-81.08,35.51,-81.08,1,30
1743,2006,11,15,11/15/2006,22:45:00,NC,1,1,1,35.75,-80.82,35.84,-80.82,6,40
1744,2006,11,16,11/16/2006,0:19:00,SC,1,0,0,33.67,-80.3,33.8,-80.06,16.4,80
1745,2006,11,16,11/16/2006,5:37:00,NC,3,20,8,34.34,-78.24,34.36,-78.23,2.15,300
1746,2006,11,16,11/16/2006,5:41:00,NC,1,0,0,34.36,-78.21,34.43,-78.19,5.14,100
1747,2007,1,5,1/5/2007,13:24:00,SC,1,15,0,34.78,-82.68,34.78,-82.68,0.1,20
1748,2007,1,5,1/5/2007,14:11:00,SC,0,0,0,34.86,-82.03,34.86,-82.03,0.25,50
1749,2007,1,5,1/5/2007,15:39:00,NC,0,0,0,35.24,-81.1,35.24,-81.1,0.25,20
1750,2007,2,13,2/13/2007,16:47:00,SC,1,0,0,33.65,-82.17,33.87,-81.92,31.33,200
1751,2007,2,13,2/13/2007,18:01:00,SC,1,0,0,32.99,-81.29,32.99,-81.29,0.03,30
1752,2007,2,13,2/13/2007,18:27:00,SC,0,0,0,33.14,-81.13,33.15,-81.1,2.01,40
1753,2007,3,2,3/2/2007,1:20:00,SC,0,0,0,33.65,-81.68,33.72,-81.7,4.88,80
1754,2007,3,2,3/2/2007,7:40:00,NC,0,0,0,34.75,-76.53,34.75,-76.53,0.1,10
1755,2007,4,15,4/15/2007,5:47:00,SC,0,0,0,33.16,-81.07,33.22,-80.96,7.6,50
1756,2007,4,15,4/15/2007,6:11:00,SC,0,0,0,33.07,-81,33.12,-80.96,4.16,50
1757,2007,4,15,4/15/2007,6:20:00,SC,3,5,1,33.79,-80.5,33.98,-80.25,19.04,300
1758,2007,4,15,4/15/2007,6:50:00,SC,1,0,0,34.05,-80.16,34.09,-80.14,3.64,200
1759,2007,4,15,4/15/2007,7:37:00,SC,0,0,0,33.31,-80.75,33.37,-80.67,6.21,50
1760,2007,4,15,4/15/2007,7:38:00,SC,1,0,0,32.88,-80.93,32.89,-80.92,1,60
1761,2007,4,15,4/15/2007,7:41:00,SC,1,0,0,32.89,-80.91,32.9,-80.9,0.5,30
1762,2007,4,15,4/15/2007,7:44:00,SC,1,9,0,32.96,-80.82,32.99,-80.8,2,80
1763,2007,6,11,6/11/2007,13:52:00,SC,0,0,0,34.48,-81.13,34.47,-81.11,1.1,80
1764,2007,7,11,7/11/2007,15:14:00,SC,1,0,0,33.97,-79.82,33.97,-79.8,0.87,30
1765,2007,7,11,7/11/2007,16:40:00,SC,1,0,0,33.88,-79.13,33.88,-79.13,0.06,10
1766,2007,7,11,7/11/2007,17:00:00,NC,1,0,0,35.63,-77.07,35.63,-77.05,1,100
1767,2007,7,15,7/15/2007,6:06:00,NC,0,0,0,35.61,-75.46,35.61,-75.46,0.1,10
1768,2007,7,17,7/17/2007,19:13:00,NC,0,0,0,35.02,-78.03,35.02,-78.03,0.01,20
1769,2007,7,17,7/17/2007,19:15:00,NC,0,0,0,35.15,-77.99,35.15,-77.99,0.01,10
1770,2007,9,14,9/14/2007,12:36:00,NC,0,0,0,36.02,-80.38,36.02,-80.38,0.25,50
1771,2007,9,14,9/14/2007,14:23:00,NC,0,0,0,35.94,-80.11,35.94,-80.11,0.1,25
1772,2007,9,14,9/14/2007,16:10:00,NC,0,0,0,35.41,-78.84,35.41,-78.82,1.41,50
1773,2007,9,14,9/14/2007,16:15:00,NC,0,0,0,35.64,-78.49,35.65,-78.48,0.73,25
1774,2007,9,14,9/14/2007,16:44:00,NC,0,0,0,35.68,-78.28,35.69,-78.27,0.38,25
1775,2007,9,14,9/14/2007,16:50:00,NC,0,0,0,35.49,-78.55,35.49,-78.55,0.25,25
1776,2007,9,14,9/14/2007,17:25:00,NC,0,0,0,35.69,-78.65,35.69,-78.65,0.1,25
1777,2007,9,14,9/14/2007,17:44:00,SC,1,0,0,34.53,-82.15,34.53,-82.15,0.1,25
1778,2008,2,18,2/18/2008,2:45:00,NC,2,3,0,35.44,-77.58,35.45,-77.55,1.47,150
1779,2008,2,18,2/18/2008,3:30:00,NC,1,0,0,35.63,-77.21,35.67,-77.05,9.78,150
1780,2008,2,18,2/18/2008,3:50:00,NC,1,0,0,35.8,-77.01,35.81,-76.9,6.2,150
1781,2008,3,4,3/4/2008,15:23:00,SC,1,0,0,34.19,-81.52,34.23,-81.5,2.69,60
1782,2008,3,4,3/4/2008,15:42:00,SC,0,0,0,34.6,-80.83,34.58,-80.84,1.49,40
1783,2008,3,4,3/4/2008,15:54:00,NC,0,0,0,36.22,-79.38,36.25,-79.34,2.8,100
1784,2008,3,4,3/4/2008,18:19:00,SC,0,0,0,33.42,-81.7,33.62,-81.45,20.06,60
1785,2008,3,4,3/4/2008,19:17:00,NC,0,0,0,35.92,-80.5,0,0,0.5,25
1786,2008,3,4,3/4/2008,19:50:00,NC,0,0,0,36.14,-77.6,36.15,-77.59,0.66,75
1787,2008,3,15,3/15/2008,13:43:00,SC,0,0,0,34.24,-82.31,0,0,0.5,20
1788,2008,3,15,3/15/2008,14:10:00,SC,0,0,0,34.45,-80.97,34.46,-80.89,4.61,80
1789,2008,3,15,3/15/2008,14:20:00,SC,0,0,0,34.46,-80.83,34.51,-80.49,19.61,80
1790,2008,3,15,3/15/2008,14:25:00,SC,3,2,0,34.23,-81.76,34.2,-81.28,27.51,1320
1791,2008,3,15,3/15/2008,14:30:00,SC,1,0,0,34.27,-80.72,34.45,-80.38,23.04,660
1792,2008,3,15,3/15/2008,14:34:00,SC,1,0,0,33.97,-82.56,33.98,-82.31,11.48,440
1793,2008,3,15,3/15/2008,14:47:00,SC,0,0,0,34.55,-80.3,34.57,-80.18,6.97,110
1794,2008,3,15,3/15/2008,15:02:00,SC,1,0,0,33.95,-82.19,33.85,-81.79,27.39,660
1795,2008,3,15,3/15/2008,15:22:00,SC,2,2,0,34.18,-80.83,34.17,-80.71,6.89,1230
1796,2008,3,15,3/15/2008,15:33:00,SC,0,0,0,34.22,-80.67,0,0,0.5,100
1797,2008,3,15,3/15/2008,15:37:00,SC,0,0,0,33.82,-81.58,33.82,-81.58,0.5,100
1798,2008,3,15,3/15/2008,15:41:00,SC,1,0,0,33.8,-81.39,33.8,-81.24,8.33,440
1799,2008,3,15,3/15/2008,15:43:00,SC,1,0,0,34.17,-80.93,34.18,-80.87,3.7,660
1800,2008,3,15,3/15/2008,15:48:00,SC,0,0,0,34.33,-79.44,34.32,-79.41,1.36,75
1801,2008,3,15,3/15/2008,16:10:00,SC,1,0,0,33.7,-81.02,33.64,-80.6,24.39,440
1802,2008,3,15,3/15/2008,16:11:00,SC,0,0,0,33.57,-82.04,33.57,-81.97,3.74,220
1803,2008,3,15,3/15/2008,16:16:00,NC,0,0,0,34.31,-79.04,34.31,-79.04,0.02,10
1804,2008,3,15,3/15/2008,16:18:00,SC,2,0,0,33.49,-81.9,33.41,-81.47,25.51,1760
1805,2008,3,15,3/15/2008,16:25:00,SC,1,3,0,34.08,-80.01,34.06,-79.78,13.45,100
1806,2008,3,15,3/15/2008,16:52:00,SC,1,0,0,34.13,-80.32,34.08,-80.08,14.08,440
1807,2008,3,15,3/15/2008,16:54:00,SC,0,0,0,33.38,-81.36,33.38,-81.35,0.58,100
1808,2008,3,15,3/15/2008,16:58:00,SC,0,0,0,33.53,-80.1,33.54,-80.25,8.61,220
1809,2008,3,15,3/15/2008,17:05:00,SC,1,0,0,33.32,-81.13,33.33,-81.17,1.96,220
1810,2008,3,15,3/15/2008,17:12:00,SC,2,0,0,33.03,-81.5,32.98,-81.2,18,1320
1811,2008,3,15,3/15/2008,17:13:00,SC,0,0,0,33.99,-79.2,34,-79.2,0.27,25
1812,2008,3,15,3/15/2008,17:17:00,SC,1,0,0,33.54,-80,33.53,-79.96,2.49,75
1813,2008,3,15,3/15/2008,17:25:00,SC,1,0,0,33.24,-80.93,33.24,-80.86,3.76,660
1814,2008,3,15,3/15/2008,17:29:00,SC,3,0,0,33.24,-80.86,33.24,-80.69,10.11,1320
1815,2008,3,15,3/15/2008,17:36:00,SC,1,0,0,33.49,-79.71,33.5,-79.65,4.01,75
1816,2008,3,15,3/15/2008,17:54:00,SC,0,0,0,33.48,-79.37,33.48,-79.37,0.01,20
1817,2008,3,15,3/15/2008,17:56:00,NC,1,0,0,34.37,-77.71,34.38,-77.68,1.99,100
1818,2008,3,15,3/15/2008,18:08:00,SC,1,0,0,33.11,-80.32,0,0,2.2,40
1819,2008,3,15,3/15/2008,18:25:00,SC,1,7,0,33.06,-80.03,0,0,0.6,180
1820,2008,3,15,3/15/2008,18:36:00,SC,1,0,0,33.05,-79.85,0,0,1.2,135
1821,2008,4,4,4/4/2008,16:24:00,SC,1,0,0,34.41,-80.97,34.49,-80.91,6.54,80
1822,2008,4,4,4/4/2008,18:42:00,SC,0,0,0,34.43,-81.64,34.42,-81.72,4.64,60
1823,2008,4,5,4/5/2008,1:55:00,NC,0,0,0,35.12,-77.67,35.15,-77.63,2.89,100
1824,2008,4,12,4/12/2008,13:12:00,NC,0,0,0,35.4,-78.15,35.4,-78.14,0.44,20
1825,2008,4,12,4/12/2008,13:22:00,NC,0,0,0,35.43,-78.03,35.43,-78.01,0.92,20
1826,2008,4,12,4/12/2008,13:59:00,NC,0,0,0,35.61,-77.57,0,0,0.1,20
1827,2008,4,19,4/19/2008,18:07:00,NC,1,0,0,35.39,-81.52,35.43,-81.45,4.91,25
1828,2008,4,19,4/19/2008,18:21:00,NC,1,0,0,35.47,-81.35,35.48,-81.28,4.26,30
1829,2008,4,20,4/20/2008,13:45:00,NC,0,0,0,35.51,-76.99,35.51,-76.99,0.07,20
1830,2008,4,20,4/20/2008,14:38:00,NC,0,0,0,35.51,-77.1,35.51,-77.1,0.16,20
1831,2008,4,20,4/20/2008,17:05:00,NC,0,0,0,36.03,-77.14,0,0,0.2,25
1832,2008,4,28,4/28/2008,7:30:00,NC,0,0,0,35.23,-81.4,0,0,0.1,40
1833,2008,4,28,4/28/2008,15:25:00,NC,0,0,0,35.57,-76.54,35.57,-76.54,0.18,20
1834,2008,4,28,4/28/2008,15:40:00,NC,0,0,0,35.56,-76.43,35.56,-76.43,0.05,20
1835,2008,5,8,5/8/2008,20:15:00,NC,2,0,0,35.96,-80.46,35.98,-80.39,3.54,100
1836,2008,5,8,5/8/2008,20:25:00,NC,3,2,0,35.98,-80.38,36.01,-80.33,2.9,300
1837,2008,5,8,5/8/2008,21:29:00,NC,2,3,1,36.06,-80.02,36.1,-79.98,3.85,200
1838,2008,5,9,5/9/2008,0:10:00,NC,2,0,0,35.25,-81.18,35.32,-80.87,18.21,75
1839,2008,5,9,5/9/2008,6:29:00,NC,2,0,0,36.2,-76.82,36.29,-76.65,11.7,300
1840,2008,5,9,5/9/2008,7:30:00,NC,0,0,0,36.35,-76.26,0,0,0.5,50
1841,2008,5,11,5/11/2008,2:09:00,SC,0,0,0,33.82,-81.76,33.82,-81.69,4.02,80
1842,2008,5,11,5/11/2008,2:31:00,SC,0,0,0,33.8,-81.71,33.81,-81.65,3.47,60
1843,2008,5,11,5/11/2008,3:28:00,SC,0,0,0,33.8,-81.61,33.8,-81.62,0.98,50
1844,2008,5,11,5/11/2008,4:07:00,SC,0,0,0,33.69,-81.5,33.73,-81.37,7.78,50
1845,2008,5,11,5/11/2008,6:30:00,SC,0,0,0,32.83,-81.05,0,0,0.25,25
1846,2008,5,11,5/11/2008,14:30:00,NC,0,0,0,35.59,-81.62,0,0,0.1,20
1847,2008,5,11,5/11/2008,14:48:00,NC,0,0,0,35.54,-81.41,0,0,0.1,20
1848,2008,5,11,5/11/2008,16:03:00,NC,0,0,0,34.28,-77.75,34.28,-77.75,0.15,10
1849,2008,5,11,5/11/2008,16:12:00,SC,2,0,0,32.69,-80.2,32.68,-80.01,12,1760
1850,2008,5,11,5/11/2008,16:19:00,NC,0,0,0,35.37,-80.55,0,0,0.1,20
1851,2008,5,11,5/11/2008,16:25:00,NC,2,2,0,36.14,-77.19,36.21,-76.93,15,200
1852,2008,5,11,5/11/2008,16:57:00,NC,2,6,0,34.87,-77.24,34.89,-77.15,4.98,100
1853,2008,5,11,5/11/2008,17:28:00,NC,0,0,0,34.84,-77.24,34.84,-77.24,0.2,20
1854,2008,5,11,5/11/2008,18:06:00,NC,1,0,0,34.73,-76.85,34.74,-76.8,2.71,30
1855,2008,5,11,5/11/2008,18:17:00,NC,0,0,0,34.74,-76.75,34.74,-76.75,0.31,30
1856,2008,5,11,5/11/2008,18:27:00,NC,0,0,0,34.74,-76.65,34.74,-76.65,0.06,10
1857,2008,5,20,5/20/2008,15:07:00,SC,1,0,0,33.2,-81.18,33.13,-80.97,13.29,800
1858,2008,6,21,6/21/2008,14:58:00,SC,0,1,0,33.26,-80.24,0,0,0.33,75
1859,2008,6,23,6/23/2008,15:34:00,NC,0,0,0,35,-77.46,35,-77.46,0.16,20
1860,2008,6,29,6/29/2008,13:35:00,SC,0,0,0,32.74,-80.09,0,0,0.5,1000
1861,2008,8,7,8/7/2008,15:15:00,NC,0,0,0,35.07,-77.4,0,0,0.1,50
1862,2008,8,26,8/26/2008,10:18:00,SC,0,0,0,34.72,-80.92,0,0,0.1,20
1863,2008,8,26,8/26/2008,12:36:00,SC,1,0,0,34.59,-82.87,34.69,-82.84,6.83,30
1864,2008,8,26,8/26/2008,13:20:00,SC,0,0,0,34.83,-82.81,0,0,0.1,20
1865,2008,8,26,8/26/2008,13:35:00,SC,2,0,0,34.58,-82.81,34.66,-82.81,5.48,30
1866,2008,8,26,8/26/2008,14:05:00,SC,1,0,0,34.64,-82.38,34.73,-82.38,6.09,30
1867,2008,8,26,8/26/2008,16:42:00,SC,0,0,0,34.52,-81.4,34.56,-81.33,4.85,60
1868,2008,8,26,8/26/2008,17:12:00,SC,0,0,0,34.6,-81.2,0,0,0.1,20
1869,2008,8,27,8/27/2008,10:30:00,NC,0,0,0,35.82,-79.8,0,0,0.5,50
1870,2008,8,27,8/27/2008,11:05:00,NC,0,0,0,34.43,-77.53,34.43,-77.53,0.02,10
1871,2008,8,27,8/27/2008,11:44:00,NC,0,0,0,35.71,-78.33,0,0,0.25,50
1872,2008,8,27,8/27/2008,11:50:00,NC,0,0,0,35.73,-78.03,35.79,-78,4.47,50
1873,2008,8,27,8/27/2008,14:08:00,NC,0,0,0,35.78,-79.42,35.8,-79.38,2.63,100
1874,2008,8,27,8/27/2008,22:57:00,NC,0,0,0,35.58,-77.93,35.6,-77.93,1.38,100
1875,2008,9,25,9/25/2008,14:15:00,NC,0,0,0,34.55,-77.3,34.55,-77.3,0.29,10
1876,2008,9,25,9/25/2008,23:00:00,NC,0,0,0,35.59,-77.63,35.59,-77.64,0.5,20
1877,2008,9,26,9/26/2008,8:53:00,NC,0,0,0,36.22,-77.12,36.23,-77.11,0.6,75
1878,2008,11,14,11/14/2008,21:50:00,SC,1,0,0,33.67,-80.54,33.71,-80.5,8.13,200
1879,2008,11,14,11/14/2008,23:50:00,SC,2,0,0,34.4,-79.33,34.41,-79.31,1.49,40
1880,2008,11,15,11/15/2008,0:35:00,NC,0,0,0,34.79,-78.92,34.81,-78.91,1.1,30
1881,2008,11,15,11/15/2008,1:15:00,NC,0,0,0,35.09,-78.62,35.14,-78.58,4.3,50
1882,2008,11,15,11/15/2008,1:42:00,NC,1,0,0,35.34,-78.46,35.35,-78.46,0.86,50
1883,2008,11,15,11/15/2008,2:03:00,NC,0,0,0,35.46,-78.27,35.49,-78.23,3.28,50
1884,2008,11,15,11/15/2008,2:10:00,NC,2,2,1,35.58,-78.11,35.62,-78.05,4.09,150
1885,2008,11,15,11/15/2008,2:30:00,NC,3,4,1,35.75,-77.92,35.84,-77.82,8.19,100
1886,2008,11,15,11/15/2008,3:30:00,NC,1,0,0,35.82,-77.29,35.84,-77.28,1.72,50
1887,2008,12,11,12/11/2008,14:50:00,NC,1,0,0,35.46,-80.45,35.5,-80.44,2.44,30
1888,2008,12,11,12/11/2008,17:26:00,SC,0,0,0,34.25,-81.44,34.28,-81.39,3.49,40
1889,2009,3,27,3/27/2009,14:32:00,NC,0,0,0,34.5629,-78.9784,34.5902,-78.9543,2.33,20
1890,2009,3,27,3/27/2009,15:02:00,NC,2,1,0,34.8821,-78.9677,34.9109,-78.962,2.02,50
1891,2009,3,27,3/27/2009,15:13:00,NC,1,0,0,34.9104,-78.9396,34.9665,-78.8912,4.75,50
1892,2009,3,27,3/27/2009,16:05:00,NC,1,0,0,35.553,-77.375,35.5627,-77.3665,0.82,100
1893,2009,3,27,3/27/2009,16:05:00,NC,1,0,0,35.4172,-77.6203,35.4252,-77.6118,0.73,100
1894,2009,3,27,3/27/2009,16:35:00,NC,0,0,0,35.1865,-78.5304,35.1915,-78.5273,0.39,20
1895,2009,3,27,3/27/2009,16:40:00,NC,0,0,0,35.23,-78.511,35.243,-78.5104,0.9,20
1896,2009,3,27,3/27/2009,16:41:00,NC,0,0,0,35.2458,-78.509,35.2765,-78.4951,2.27,20
