record,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid
707,1985,5,22,5/22/1985,16:30:00,NC,3,0,0,36.1,-80.27,36.07,-80.22,3.5,200
708,1985,5,23,5/23/1985,14:08:00,NC,0,0,0,35.83,-75.63,0,0,0.5,50
709,1985,6,2,6/2/1985,23:40:00,SC,2,0,0,33.93,-79.03,33.92,-78.95,5,100
710,1985,6,6,6/6/1985,16:20:00,NC,0,0,0,35.2,-80.83,0,0,1,267
711,1985,6,16,6/16/1985,1:00:00,SC,0,0,0,32.22,-80.78,0,0,0.2,30
712,1985,8,17,8/17/1985,10:50:00,SC,2,39,0,34.97,-82,35.1,-81.92,9,100
713,1985,8,17,8/17/1985,12:55:00,SC,1,0,0,34.88,-81.27,34.9,-81.25,3,30
714,1985,8,17,8/17/1985,13:00:00,SC,0,0,0,35.05,-81.15,0,0,1,30
715,1985,8,17,8/17/1985,13:15:00,SC,0,0,0,34.87,-81.7,34.9,-81.68,3,30
716,1985,8,17,8/17/1985,22:45:00,NC,0,0,0,35.57,-79.47,35.63,-79.47,4,100
717,1985,8,18,8/18/1985,13:45:00,NC,1,0,0,35.08,-77.75,0,0,0.2,150
718,1985,8,18,8/18/1985,16:00:00,NC,0,7,0,36.47,-77.5,0,0,0.2,50
719,1985,11,4,11/4/1985,8:12:00,NC,0,0,0,35.12,-75.98,0,0,0.2,20
720,1985,11,4,11/4/1985,9:30:00,NC,0,0,0,35.2,-75.7,0,0,0.2,20
721,1985,11,29,11/29/1985,15:00:00,SC,0,0,0,34.02,-80.48,0,0,0.5,30
722,1985,11,29,11/29/1985,15:30:00,SC,0,0,0,33.9,-79.05,0,0,0.2,30
723,1986,3,14,3/14/1986,7:50:00,NC,0,0,0,34.57,-77.38,0,0,0.5,100
724,1986,3,14,3/14/1986,9:40:00,NC,1,0,0,34.72,-77.23,0,0,1.2,100
725,1986,3,14,3/14/1986,15:55:00,NC,1,0,0,35.95,-78.58,0,0,0.5,50
726,1986,5,19,5/19/1986,14:00:00,NC,2,5,0,34.87,-79.22,35.05,-79.03,19,100
727,1986,6,17,6/17/1986,14:30:00,NC,0,0,0,35.45,-76.17,0,0,0.2,13
728,1986,6,17,6/17/1986,14:45:00,NC,2,0,0,35.45,-76.17,0,0,0.5,60
729,1986,6,20,6/20/1986,12:15:00,NC,0,0,0,35.83,-75.63,0,0,2,100
730,1986,6,20,6/20/1986,12:35:00,NC,0,0,0,35.5,-75.9,0,0,0.5,50
731,1986,6,20,6/20/1986,12:46:00,NC,0,0,0,35.5,-75.48,0,0,0.2,23
732,1986,6,28,6/28/1986,12:20:00,NC,0,0,0,36.4,-76.75,0,0,1,37
733,1986,6,28,6/28/1986,13:19:00,NC,1,0,0,36.18,-76.68,0,0,1,50
734,1986,7,1,7/1/1986,13:35:00,NC,1,0,0,35.38,-79.05,35.38,-78.95,5,150
735,1986,7,1,7/1/1986,14:16:00,NC,0,0,0,35.52,-78.77,0,0,0.2,23
736,1986,7,2,7/2/1986,18:30:00,NC,2,10,3,34.75,-77.42,0,0,1.5,33
737,1986,7,26,7/26/1986,12:30:00,SC,0,3,0,32.8,-80.12,0,0,0.2,30
738,1986,8,20,8/20/1986,9:56:00,NC,2,0,0,35.43,-77.93,0,0,1,23
739,1986,8,20,8/20/1986,12:45:00,NC,0,0,0,36.18,-76.88,0,0,0.1,13
740,1987,3,31,3/31/1987,4:32:00,NC,2,7,0,35.22,-75.55,35.37,-75.52,10,440
741,1987,8,31,8/31/1987,14:15:00,SC,2,2,0,33.93,-80.85,0,0,0.2,10
742,1987,9,13,9/13/1987,7:30:00,NC,1,0,0,34.7,-76.73,0,0,0.2,20
743,1987,11,10,11/10/1987,4:15:00,SC,1,0,0,34.68,-82.83,0,0,0.7,150
744,1987,11,10,11/10/1987,10:45:00,NC,0,0,0,34.77,-77.38,0,0,0.5,20
745,1987,11,10,11/10/1987,12:15:00,NC,0,0,0,34.72,-76.7,0,0,2,20
746,1988,3,26,3/26/1988,15:32:00,NC,0,0,0,36.32,-76.62,0,0,0.2,50
747,1988,3,26,3/26/1988,19:55:00,NC,0,0,0,35.58,-78.9,0,0,0.2,13
748,1988,4,19,4/19/1988,12:10:00,NC,1,0,0,35.08,-76.72,0,0,0.6,100
749,1988,5,19,5/19/1988,19:45:00,NC,0,0,0,35.12,-79.35,0,0,0.4,50
750,1988,5,23,5/23/1988,14:40:00,SC,0,0,0,34.37,-81.72,0,0,0.5,70
751,1988,5,24,5/24/1988,14:00:00,NC,1,0,0,34.98,-80.57,0,0,0.3,50
752,1988,6,9,6/9/1988,13:39:00,NC,1,0,0,35.42,-80,0,0,0.3,73
753,1988,6,9,6/9/1988,16:02:00,NC,1,2,0,34.9,-77.53,0,0,0.3,73
754,1988,8,28,8/28/1988,12:50:00,NC,1,0,0,35.78,-80.9,0,0,0.5,73
755,1988,8,28,8/28/1988,13:15:00,SC,2,1,1,33.67,-80.27,0,0,0.8,200
756,1988,8,28,8/28/1988,14:05:00,NC,1,0,0,35.22,-78.9,0,0,0.3,40
757,1988,8,28,8/28/1988,22:30:00,NC,1,1,0,36.38,-78.58,0,0,0.5,50
758,1988,10,2,10/2/1988,10:15:00,NC,0,0,0,35.47,-81.45,0,0,0.5,60
759,1988,11,5,11/5/1988,10:15:00,NC,2,1,0,36.3,-76.22,0,0,2,50
760,1988,11,5,11/5/1988,10:30:00,NC,1,0,0,36.52,-76.17,0,0,1.5,20
761,1988,11,17,11/17/1988,7:00:00,NC,2,1,0,35.88,-76.4,35.93,-76.25,9,50
762,1988,11,27,11/27/1988,23:00:00,NC,4,154,4,35.87,-78.75,36.45,-77.42,83,400
763,1988,11,28,11/28/1988,1:00:00,NC,2,0,0,36.5,-77.32,36.55,-77.27,3,100
764,1988,11,28,11/28/1988,2:09:00,NC,1,1,0,35.52,-76.23,35.57,-76.18,4,50
765,1988,11,28,11/28/1988,2:30:00,NC,1,5,0,35.03,-76.72,35.22,-76.57,30,100
766,1988,11,28,11/28/1988,3:41:00,NC,0,0,0,35.9,-75.67,0,0,1,50
767,1989,2,21,2/21/1989,7:00:00,SC,1,0,0,33.98,-81.13,0,0,0.2,10
768,1989,2,21,2/21/1989,7:50:00,SC,0,0,0,34.65,-80.32,0,0,0.2,20
769,1989,2,21,2/21/1989,8:48:00,SC,0,1,0,34.5,-79.37,0,0,1,130
770,1989,2,21,2/21/1989,11:00:00,NC,1,0,0,34.85,-77.58,0,0,2,100
771,1989,2,21,2/21/1989,12:10:00,NC,1,0,0,36.02,-76.57,0,0,0.5,20
772,1989,3,6,3/6/1989,11:30:00,SC,0,0,0,35.02,-80.93,0,0,0.5,10
773,1989,3,20,3/20/1989,5:15:00,NC,2,0,0,34.7,-76.55,0,0,0.2,100
774,1989,3,30,3/30/1989,14:45:00,NC,2,11,0,36.37,-77.47,36.48,-77.13,22,100
775,1989,4,4,4/4/1989,14:09:00,SC,2,0,0,34.67,-83.1,34.67,-82.97,6,50
776,1989,4,4,4/4/1989,14:50:00,SC,2,0,0,34.75,-82.53,34.82,-82.45,5,73
777,1989,4,4,4/4/1989,15:18:00,SC,2,0,0,34.9,-82.05,0,0,2,73
778,1989,4,4,4/4/1989,15:45:00,SC,1,0,0,34.95,-81.63,34.97,-81.5,8,50
779,1989,5,1,5/1/1989,15:25:00,SC,2,12,0,33.4,-81.43,33.5,-81.37,4,50
780,1989,5,5,5/5/1989,14:40:00,SC,1,0,0,34.87,-83.03,0,0,2.1,30
781,1989,5,5,5/5/1989,16:20:00,SC,4,35,2,35.08,-81.93,35.25,-81.82,15,700
782,1989,5,5,5/5/1989,16:54:00,NC,4,52,4,35.47,-81.58,35.68,-81.42,14,800
783,1989,5,5,5/5/1989,17:20:00,NC,2,0,0,35.92,-78.97,36.03,-78.9,8.7,100
784,1989,5,5,5/5/1989,17:28:00,NC,2,0,0,35.95,-81.68,36.02,-81.42,15,73
785,1989,5,5,5/5/1989,17:43:00,NC,2,8,0,36.02,-80.38,0,0,0.5,100
786,1989,5,5,5/5/1989,17:50:00,NC,3,30,0,36.1,-80.25,36.22,-80.1,10.5,200
787,1989,5,5,5/5/1989,18:00:00,NC,1,0,0,35.3,-80.3,0,0,0.3,30
788,1989,5,5,5/5/1989,18:01:00,NC,4,6,1,34.98,-80.73,35.1,-80.55,13,500
789,1989,5,5,5/5/1989,18:05:00,NC,1,0,0,36.12,-78.68,0,0,2.5,40
790,1989,5,5,5/5/1989,18:05:00,NC,2,10,0,36.13,-80.22,36.2,-80.13,5.5,100
791,1989,5,5,5/5/1989,18:52:00,NC,1,1,0,34.83,-80.1,34.88,-80.03,4.6,300
792,1989,6,4,6/4/1989,15:00:00,NC,1,1,0,36.07,-75.7,0,0,0.1,20
793,1989,6,12,6/12/1989,16:50:00,NC,1,0,0,35.42,-78.68,0,0,0.2,30
794,1989,6,16,6/16/1989,10:40:00,NC,1,0,0,35.53,-79.92,0,0,0.1,30
795,1989,6,16,6/16/1989,11:23:00,NC,1,0,0,35.7,-79.93,0,0,0.5,10
796,1989,6,16,6/16/1989,14:00:00,SC,0,0,0,34.22,-80.87,0,0,0.5,20
797,1989,6,16,6/16/1989,15:08:00,NC,1,0,0,35.23,-80.23,0,0,1,10
798,1989,6,16,6/16/1989,16:15:00,SC,1,1,0,34.72,-80.67,0,0,1,50
799,1989,6,26,6/26/1989,14:50:00,NC,1,0,0,35.97,-76.25,0,0,0.2,30
800,1989,6,28,6/28/1989,14:15:00,NC,1,0,0,35.8,-79.12,0,0,0.1,23
801,1989,7,16,7/16/1989,7:35:00,NC,1,0,0,36.02,-78.92,0,0,0.1,30
802,1989,9,21,9/21/1989,23:30:00,SC,1,0,0,33.95,-80.5,0,0,1.2,183
803,1989,9,21,9/21/1989,23:45:00,SC,1,0,0,34.55,-80.58,0,0,0.7,150
804,1989,9,23,9/23/1989,8:30:00,NC,0,0,0,34.7,-76.73,0,0,1.2,70
805,1989,10,1,10/1/1989,16:45:00,SC,2,0,0,33.15,-81.7,33.25,-81.42,16.5,200
806,1989,11,15,11/15/1989,13:34:00,SC,2,1,0,34.22,-82.12,0,0,0.7,267
807,1990,1,29,1/29/1990,18:50:00,NC,0,0,0,36.52,-77.75,0,0,0.7,100
808,1990,2,10,2/10/1990,5:20:00,SC,1,1,0,34.73,-82.9,34.72,-82.88,3,60
809,1990,2,10,2/10/1990,6:55:00,SC,1,0,0,34.83,-82.6,34.87,-82.55,3,100
810,1990,2,10,2/10/1990,7:00:00,SC,0,0,0,34.85,-82.4,34.88,-82.35,3,80
811,1990,2,10,2/10/1990,7:00:00,NC,2,0,0,35.2,-81.55,0,0,0.4,50
812,1990,2,10,2/10/1990,7:38:00,SC,1,0,0,35.12,-81.87,35.1,-81.82,5,50
813,1990,2,10,2/10/1990,12:20:00,NC,1,0,0,36.23,-77.75,36.32,-77.62,15,70
814,1990,2,10,2/10/1990,15:40:00,NC,0,0,0,35.85,-75.67,0,0,1,50
815,1990,2,16,2/16/1990,12:24:00,SC,0,0,0,34.32,-80.53,0,0,0.1,10
816,1990,4,10,4/10/1990,18:50:00,NC,0,0,0,35.25,-81.68,0,0,0.2,30
817,1990,4,28,4/28/1990,15:10:00,SC,0,0,0,34.95,-81.92,0,0,2,30
818,1990,4,28,4/28/1990,15:20:00,SC,1,4,0,35.03,-82.08,35.13,-81.98,6,50
819,1990,4,28,4/28/1990,15:55:00,SC,1,0,0,35.07,-81.55,35.12,-81.5,5,40
820,1990,5,4,5/4/1990,14:45:00,SC,0,0,0,34.45,-82.03,0,0,0.1,20
821,1990,5,5,5/5/1990,12:45:00,NC,1,0,0,34,-78.35,0,0,1,300
822,1990,5,13,5/13/1990,12:22:00,NC,0,0,0,36.37,-77.17,0,0,0.2,30
823,1990,5,29,5/29/1990,2:33:00,NC,1,1,0,35.23,-75.63,0,0,0.5,50
824,1990,6,29,6/29/1990,15:40:00,NC,0,0,0,34.75,-77.43,0,0,0.1,30
825,1990,7,1,7/1/1990,17:15:00,NC,2,0,0,34.52,-78.45,0,0,0.2,30
826,1990,8,6,8/6/1990,17:00:00,SC,0,0,0,34.7,-79.58,34.68,-79.57,1,20
827,1990,8,29,8/29/1990,21:15:00,SC,0,0,0,33.28,-79.95,0,0,1,100
828,1990,9,15,9/15/1990,3:45:00,NC,2,0,0,34.7,-76.55,0,0,0.5,40
829,1990,10,18,10/18/1990,14:00:00,NC,3,2,0,34.98,-80.68,35.02,-80.45,12,100
830,1990,10,22,10/22/1990,15:50:00,SC,2,4,1,33.58,-80.78,0,0,0.1,20
831,1990,10,23,10/23/1990,1:00:00,NC,0,0,0,34.98,-79.13,0,0,0.5,73
832,1990,10,23,10/23/1990,1:15:00,NC,1,0,0,35.5,-78.82,35.57,-78.78,1.5,100
833,1990,10,23,10/23/1990,6:23:00,NC,1,0,0,34.78,-76.85,0,0,0.7,100
834,1990,11,10,11/10/1990,3:40:00,NC,2,1,0,35.23,-75.63,35.37,-75.47,12,40
835,1990,11,28,11/28/1990,18:40:00,NC,1,0,0,35.23,-80.85,0,0,0.1,20
836,1991,2,14,2/14/1991,0:00:00,SC,1,0,0,34.78,-82.65,0,0,2,150
837,1991,3,1,3/1/1991,20:15:00,SC,2,0,0,33.37,-81.7,0,0,1.5,150
838,1991,3,1,3/1/1991,22:45:00,SC,0,2,0,34.37,-79.98,0,0,0.2,100
839,1991,3,2,3/2/1991,5:15:00,NC,0,0,0,36.45,-76.33,0,0,0.2,30
840,1991,3,3,3/3/1991,9:24:00,NC,0,0,0,34.18,-78.85,0,0,0.5,50
841,1991,3,3,3/3/1991,9:47:00,NC,1,3,0,34.32,-78.92,0,0,1.5,73
842,1991,3,3,3/3/1991,14:00:00,SC,2,0,0,33.32,-81.63,33.35,-81.63,5,200
843,1991,3,3,3/3/1991,14:00:00,SC,2,0,0,33.32,-81.62,33.42,-81.58,6,300
844,1991,3,29,3/29/1991,12:22:00,SC,2,0,0,33.22,-81.68,0,0,0.2,10
845,1991,3,29,3/29/1991,13:00:00,SC,0,4,0,34.77,-80.35,0,0,0.2,10
846,1991,3,29,3/29/1991,13:03:00,SC,1,0,0,34.7,-79.63,0,0,1.5,100
847,1991,3,29,3/29/1991,13:45:00,NC,2,0,0,35.63,-80.02,35.85,-79.58,28,300
848,1991,3,29,3/29/1991,13:50:00,NC,1,0,0,35.37,-80.22,0,0,2,80
849,1991,3,29,3/29/1991,14:30:00,NC,2,0,0,35.7,-79.47,35.88,-79.05,26,300
850,1991,3,29,3/29/1991,14:33:00,NC,1,2,0,35.35,-79.7,35.43,-79.53,1,150
851,1991,3,29,3/29/1991,15:05:00,NC,1,1,0,34.73,-79.55,34.78,-79.45,8,80
852,1991,3,29,3/29/1991,15:22:00,NC,0,0,0,36.5,-77.2,0,0,0.5,10
853,1991,3,29,3/29/1991,16:10:00,NC,1,1,0,36.17,-77.1,0,0,0.5,70
854,1991,3,29,3/29/1991,16:30:00,NC,1,0,0,36.28,-76.77,0,0,1,80
855,1991,3,29,3/29/1991,16:45:00,NC,1,0,0,36.07,-77.38,0,0,0.5,200
856,1991,3,29,3/29/1991,18:30:00,NC,1,33,0,35.07,-77.65,35.17,-77.48,12,100
857,1991,4,16,4/16/1991,15:30:00,NC,0,0,0,35.18,-83.93,0,0,0.5,50
858,1991,4,29,4/29/1991,18:15:00,SC,0,0,0,34.17,-81.92,0,0,0.1,20
859,1991,5,5,5/5/1991,20:30:00,SC,0,0,0,33.88,-80.02,0,0,0.3,70
860,1991,6,20,6/20/1991,18:45:00,NC,0,0,0,34.72,-76.85,0,0,0.1,10
861,1991,7,16,7/16/1991,10:27:00,NC,0,0,0,34.23,-77.87,0,0,0.2,10
862,1991,8,2,8/2/1991,15:10:00,NC,0,0,0,34.68,-77.6,0,0,0.2,10
863,1991,8,2,8/2/1991,16:15:00,NC,1,1,0,34.68,-77.6,0,0,0.2,10
864,1991,8,2,8/2/1991,16:31:00,NC,0,0,0,34.72,-77.45,0,0,0.2,10
865,1991,8,18,8/18/1991,6:01:00,NC,0,0,0,34.75,-77.48,0,0,0.5,10
866,1991,8,18,8/18/1991,6:30:00,NC,0,0,0,34.68,-78.05,0,0,0.2,10
867,1991,8,18,8/18/1991,18:00:00,NC,1,0,0,35.2,-75.7,0,0,0.1,20
868,1991,8,18,8/18/1991,18:00:00,NC,1,0,0,35.27,-75.55,0,0,0.1,20
869,1991,8,18,8/18/1991,18:00:00,NC,1,0,0,35.35,-75.52,0,0,0.1,20
870,1991,8,18,8/18/1991,18:00:00,NC,1,0,0,35.53,-75.48,0,0,0.1,20
871,1991,8,20,8/20/1991,8:05:00,NC,0,0,0,36.17,-76.32,0,0,0.2,20
872,1991,10,5,10/5/1991,11:30:00,NC,0,0,0,35.7,-80.93,0,0,0.5,20
873,1992,2,25,2/25/1992,19:15:00,SC,0,0,0,33.57,-81.3,0,0,1,50
874,1992,3,7,3/7/1992,14:28:00,NC,0,0,0,35.58,-80.97,0,0,0.1,80
875,1992,3,7,3/7/1992,14:41:00,NC,1,0,0,35.53,-81,35.52,-80.9,4.5,150
876,1992,3,10,3/10/1992,19:10:00,NC,0,0,0,35.93,-81.28,0,0,0.2,30
877,1992,3,10,3/10/1992,20:07:00,NC,2,18,0,35.12,-81,35.15,-80.95,3.4,180
878,1992,3,10,3/10/1992,20:55:00,NC,1,3,0,35.37,-80.57,0,0,0.5,30
879,1992,3,19,3/19/1992,13:15:00,NC,0,0,0,35.58,-80.12,0,0,0.2,30
880,1992,6,4,6/4/1992,9:50:00,SC,0,0,0,34.72,-81.62,0,0,0.1,40
881,1992,6,4,6/4/1992,10:15:00,SC,0,0,0,34.6,-81.47,0,0,0.1,23
882,1992,6,4,6/4/1992,15:02:00,NC,0,0,0,35.25,-81.68,0,0,0.2,200
883,1992,6,21,6/21/1992,10:45:00,NC,0,0,0,35.47,-76.42,0,0,0.2,200
884,1992,6,21,6/21/1992,13:00:00,SC,1,0,0,33.95,-82.17,33.83,-81.78,22,100
885,1992,7,6,7/6/1992,8:30:00,NC,0,0,0,35.95,-75.62,0,0,0.2,20
886,1992,7,12,7/12/1992,14:30:00,NC,0,0,0,36.22,-76.17,0,0,0.2,20
887,1992,7,18,7/18/1992,14:45:00,NC,0,0,0,36.22,-76.17,0,0,0.2,20
888,1992,8,5,8/5/1992,14:05:00,SC,0,0,0,34.5,-80.08,0,0,0.7,23
889,1992,8,15,8/15/1992,5:10:00,NC,1,0,0,36.4,-75.95,0,0,0.7,70
890,1992,8,15,8/15/1992,5:20:00,NC,0,0,0,36.55,-75.9,0,0,0.5,30
891,1992,11,4,11/4/1992,13:00:00,NC,0,0,0,35.85,-76.32,0,0,0.1,10
892,1992,11,4,11/4/1992,14:15:00,NC,0,0,0,34.85,-78.9,0,0,0.2,10
893,1992,11,4,11/4/1992,14:25:00,NC,1,0,0,35.6,-78.28,0,0,0.4,20
894,1992,11,4,11/4/1992,15:15:00,NC,0,0,0,34.97,-79.45,0,0,0.4,20
895,1992,11,4,11/4/1992,15:38:00,NC,0,0,0,35.17,-79,0,0,0.2,10
896,1992,11,4,11/4/1992,16:49:00,NC,0,0,0,35.17,-78.77,0,0,0.2,10
897,1992,11,4,11/4/1992,16:55:00,NC,1,0,0,35.3,-78.68,0,0,0.3,20
898,1992,11,4,11/4/1992,17:15:00,NC,1,0,0,35.33,-78.35,0,0,0.3,20
899,1992,11,4,11/4/1992,17:30:00,NC,1,0,0,36.3,-77.05,0,0,1.5,100
900,1992,11,4,11/4/1992,18:00:00,NC,0,0,0,35.35,-77.98,0,0,0.2,10
901,1992,11,4,11/4/1992,18:15:00,NC,1,0,0,35.38,-78,0,0,2,30
902,1992,11,22,11/22/1992,17:00:00,SC,2,0,0,33.88,-81.83,34.12,-81.53,30,550
903,1992,11,22,11/22/1992,18:45:00,SC,0,0,0,34.42,-81.22,0,0,0.6,10
904,1992,11,22,11/22/1992,19:12:00,SC,0,0,0,34.3,-81.02,0,0,2.7,10
905,1992,11,22,11/22/1992,20:15:00,NC,1,0,0,35.43,-81.58,35.52,-81.52,5,500
906,1992,11,22,11/22/1992,20:40:00,NC,1,0,0,35.7,-81.12,35.93,-80.78,26,800
907,1992,11,22,11/22/1992,21:20:00,NC,1,13,0,36.07,-80.63,36.35,-80.22,31,800
908,1992,11,23,11/23/1992,0:20:00,NC,3,10,2,36.08,-79.18,36.12,-79.07,5.5,1200
909,1992,11,23,11/23/1992,2:10:00,NC,3,44,0,35.47,-78.68,36.33,-76.23,160,100
910,1993,2,21,2/21/1993,20:55:00,SC,1,0,0,34.52,-82.5,0,0,1.5,200
911,1993,2,21,2/21/1993,23:15:00,SC,1,2,0,33.95,-81.47,0,0,0.4,450
912,1993,3,23,3/23/1993,15:45:00,SC,0,0,0,34.67,-83.1,0,0,0.1,20
913,1993,3,23,3/23/1993,15:58:00,SC,0,0,0,34.7,-82.95,34.7,-82.88,5,100
914,1993,3,23,3/23/1993,16:58:00,SC,0,0,0,34.3,-82.7,0,0,1.4,30
915,1993,3,27,3/27/1993,14:05:00,NC,0,0,0,35.72,-78.77,0,0,0.5,30
916,1993,3,31,3/31/1993,16:40:00,SC,0,0,0,34.83,-82.57,0,0,0.1,10
917,1993,4,15,4/15/1993,13:26:00,SC,1,0,0,34.05,-82.25,34.38,-81.92,34,300
918,1993,4,15,4/15/1993,14:26:00,SC,2,2,0,34.7,-81.58,34.77,-81.5,6,600
919,1993,4,16,4/16/1993,7:00:00,NC,0,0,0,36.52,-78.4,0,0,0.2,10
920,1993,5,4,5/4/1993,15:45:00,SC,0,0,0,34.43,-80.87,0,0,0.1,30
921,1993,5,19,5/19/1993,12:30:00,SC,0,0,0,33.98,-80.35,0,0,0.2,150
922,1993,5,19,5/19/1993,12:50:00,NC,0,0,0,35.88,-75.65,0,0,0.7,30
923,1993,5,19,5/19/1993,13:10:00,NC,0,0,0,35.57,-82.57,0,0,0.2,10
924,1993,5,25,5/25/1993,14:58:00,SC,0,0,0,34.67,-82.18,0,0,2,50
925,1993,6,4,6/4/1993,15:45:00,NC,0,0,0,36.43,-78.4,0,0,0.2,20
926,1993,6,4,6/4/1993,17:00:00,NC,1,0,0,35.9,-77.5,35.9,-77.38,5,30
927,1993,6,4,6/4/1993,17:05:00,NC,0,0,0,36.12,-77.18,0,0,0.5,20
928,1993,6,22,6/22/1993,20:35:00,SC,0,0,0,33.55,-79.05,0,0,1,30
929,1993,7,5,7/5/1993,11:30:00,SC,0,0,0,34.33,-80.07,0,0,0.5,50
930,1993,7,20,7/20/1993,14:33:00,NC,0,0,0,34.78,-76.82,0,0,0.2,10
931,1993,8,2,8/2/1993,14:15:00,NC,1,0,0,35.37,-77.47,0,0,2.5,30
932,1993,8,6,8/6/1993,1:30:00,NC,1,0,0,35.3,-78.17,0,0,1,30
933,1993,8,6,8/6/1993,12:00:00,NC,1,0,0,35.6,-76.5,0,0,0.5,20
934,1993,8,6,8/6/1993,12:10:00,NC,1,0,0,35.42,-76.33,0,0,0.7,30
935,1993,8,6,8/6/1993,12:45:00,NC,0,0,0,35.5,-76,0,0,0.2,20
936,1993,8,6,8/6/1993,13:30:00,NC,1,0,0,35.58,-76.67,0,0,0.5,10
937,1993,9,27,9/27/1993,19:20:00,NC,1,0,0,34.73,-76.73,0,0,2,20
938,1994,1,28,1/28/1994,7:55:00,NC,0,0,0,36.17,-79.17,0,0,0.1,10
939,1994,3,27,3/27/1994,14:55:00,SC,2,13,0,35.05,-82.05,35.4,-81.23,45.4,100
940,1994,3,27,3/27/1994,15:30:00,SC,1,4,0,34.95,-82.13,35.12,-81.5,33,100
941,1994,3,27,3/27/1994,15:40:00,SC,1,0,0,35.12,-82.22,35.17,-81.9,18,50
942,1994,3,27,3/27/1994,17:27:00,SC,3,2,0,35.15,-81.07,35.23,-80.77,18.5,200
943,1994,3,27,3/27/1994,17:40:00,NC,0,0,0,35.88,-79.43,0,0,0.1,10
944,1994,3,27,3/27/1994,18:00:00,NC,0,0,0,35.67,-79.78,0,0,0.1,10
945,1994,3,27,3/27/1994,23:50:00,SC,0,0,0,35.07,-82.37,0,0,0.1,30
946,1994,3,28,3/28/1994,12:15:00,NC,0,0,0,34.48,-78.65,0,0,0.5,30
947,1994,3,28,3/28/1994,14:00:00,NC,0,0,0,34.77,-78.1,34.73,-78.02,4,30
948,1994,4,15,4/15/1994,23:11:00,SC,2,4,1,34.75,-81.28,34.78,-81.25,3,73
949,1994,5,1,5/1/1994,16:00:00,NC,0,0,0,35.32,-78.62,0,0,0.2,50
950,1994,6,6,6/6/1994,13:15:00,SC,0,0,0,33.82,-80.97,0,0,0.1,10
951,1994,6,7,6/7/1994,16:55:00,SC,0,0,0,33.12,-80.12,0,0,0.1,20
952,1994,6,20,6/20/1994,11:30:00,NC,0,0,0,36.48,-77.67,0,0,0.5,200
953,1994,6,24,6/24/1994,15:50:00,NC,1,0,0,35.42,-78.68,35.47,-78.63,4,40
954,1994,6,26,6/26/1994,21:30:00,SC,2,1,0,34.85,-83.03,34.97,-82.93,12,900
955,1994,6,26,6/26/1994,22:05:00,SC,1,0,0,34.88,-82.87,35.03,-82.78,8,200
956,1994,6,27,6/27/1994,7:08:00,NC,1,0,0,35.97,-76.28,0,0,0.5,23
957,1994,6,27,6/27/1994,8:47:00,NC,1,0,0,35.92,-76.28,0,0,1,50
958,1994,6,27,6/27/1994,11:48:00,NC,1,0,0,34.88,-76.98,0,0,0.5,100
959,1994,6,30,6/30/1994,12:00:00,SC,0,0,0,32.47,-80.73,0,0,0.1,10
960,1994,7,11,7/11/1994,13:23:00,NC,0,0,0,34.93,-76.85,0,0,0.1,10
961,1994,7,28,7/28/1994,15:45:00,NC,0,0,0,35.13,-77.02,0,0,0.1,10
962,1994,8,1,8/1/1994,16:40:00,SC,0,0,0,33.07,-80.85,0,0,0.1,23
963,1994,8,5,8/5/1994,18:00:00,NC,0,0,0,35.67,-80.5,0,0,0.1,10
964,1994,8,16,8/16/1994,8:09:00,SC,1,1,0,33.13,-81.15,33.23,-81.18,5,73
965,1994,8,16,8/16/1994,9:20:00,SC,1,0,0,33.53,-81.13,0,0,0.1,50
966,1994,8,16,8/16/1994,10:00:00,SC,2,0,0,33.88,-81.33,0,0,0.1,50
967,1994,8,16,8/16/1994,10:16:00,SC,0,0,0,33.87,-81.2,0,0,0.5,30
968,1994,8,16,8/16/1994,10:27:00,SC,2,0,0,33.9,-81.25,0,0,2,23
969,1994,8,16,8/16/1994,10:53:00,SC,0,0,0,33.9,-81.17,0,0,0.1,100
970,1994,8,16,8/16/1994,11:18:00,SC,1,0,0,34.13,-81.23,0,0,1,73
971,1994,8,16,8/16/1994,11:30:00,SC,0,0,0,33.9,-80.78,0,0,2,50
972,1994,8,16,8/16/1994,11:32:00,SC,1,0,0,34.23,-81.32,0,0,0.5,50
973,1994,8,16,8/16/1994,11:35:00,SC,3,40,0,33.93,-81.23,34.07,-81.28,8,440
974,1994,8,16,8/16/1994,11:35:00,SC,3,0,0,33.92,-81.25,0,0,0.3,73
975,1994,8,16,8/16/1994,11:43:00,SC,0,0,0,34.4,-81.38,0,0,0.5,50
976,1994,8,16,8/16/1994,12:00:00,SC,0,0,0,34.48,-80.8,0,0,0.1,50
977,1994,8,16,8/16/1994,12:40:00,SC,0,0,0,34.4,-82.25,0,0,0.1,30
978,1994,8,16,8/16/1994,12:50:00,SC,3,0,0,34.63,-81.52,34.98,-81.82,30,250
979,1994,8,16,8/16/1994,13:00:00,SC,1,0,0,34.6,-81.47,34.98,-81.82,30,150
980,1994,8,16,8/16/1994,14:33:00,SC,2,0,0,34.4,-80.82,0,0,0.3,50
981,1994,8,16,8/16/1994,15:44:00,SC,0,0,0,34.27,-81.17,0,0,0.1,100
